CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,WEATHER_CONDITION,LIGHTING_CONDITION,TRAFFICWAY_TYPE,ROADWAY_SURFACE_COND,CRASH_TYPE,HIT_AND_RUN_I,PRIM_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,DOORING_I,MOST_SEVERE_INJURY,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE
07/13/2020 06:44:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2515,W,DIVISION ST,Y,NONINCAPACITATING INJURY,0,0,1,18,2,7,41.90287763,-87.69010362
10/11/2022 20:00,30,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,WET,INJURY AND / OR TOW DUE TO CRASH,,WEATHER,2498,N,ASHLAND AVE,,NONINCAPACITATING INJURY,0,0,1,20,3,10,41.92691538,-87.66835455
08/13/2021 02:06:00 AM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,IMPROPER TURNING/NO SIGNAL,600,S,HALSTED ST,,"REPORTED, NOT EVIDENT",0,0,0,2,6,8,41.87429453,-87.64727225
8/1/2018 15:35,30,STOP SIGN/FLASHER,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,3200,N,WASHTENAW AVE,,NO INDICATION OF INJURY,0,0,0,15,4,8,41.93947454,-87.69540028
10/2/2018 7:14,15,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DAWN,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,,IMPROPER TURNING/NO SIGNAL,1958,W,CORTLAND ST,,NONINCAPACITATING INJURY,0,0,1,7,3,10,41.91605309,-87.67752298
01/23/2019 07:35:00 AM,25,NO CONTROLS,SNOW,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,SNOW OR SLUSH,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO REDUCE SPEED TO AVOID CRASH,5310,N,GLENWOOD AVE,,NONINCAPACITATING INJURY,0,0,1,7,4,1,41.97845816,-87.66495758
10/23/2019 03:39:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,718,N,CENTRAL AVE,,NONINCAPACITATING INJURY,0,0,1,15,4,10,41.89353945,-87.76549161
09/16/2021 03:07:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,400,N,STATE ST,,NONINCAPACITATING INJURY,0,0,1,15,5,9,41.88931871,-87.62815267
8/11/2021 17:20,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,Y,FOLLOWING TOO CLOSELY,400,N,MICHIGAN AVE,,NO INDICATION OF INJURY,0,0,0,17,4,8,41.88939788,-87.6243904
7/1/2021 16:46,35,BICYCLE CROSSING SIGN,CLEAR,DAYLIGHT,CENTER TURN LANE,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,1535,N,ELSTON AVE,,NONINCAPACITATING INJURY,0,0,1,16,5,7,41.91005746,-87.6615833
6/5/2018 17:25,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,3557,N,KEDZIE AVE,,NO INDICATION OF INJURY,0,0,0,17,3,6,41.94642302,-87.70766789
06/13/2020 03:59:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,1202,W,ROOSEVELT RD,,NONINCAPACITATING INJURY,0,0,1,15,7,6,41.86710425,-87.65682938
10/7/2022 15:43,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,4154,W,LAWRENCE AVE,,NO INDICATION OF INJURY,0,0,0,15,6,10,41.9682984,-87.73273757
08/17/2018 09:30:00 AM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,802,N,HOMAN AVE,,INCAPACITATING INJURY,0,1,0,9,6,8,41.89560928,-87.71158593
9/12/2018 16:00,35,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,BICYCLE ADVANCING LEGALLY ON RED LIGHT,5932,S,WOODLAWN AVE,,NONINCAPACITATING INJURY,0,0,1,16,4,9,41.78687627,-87.59649661
7/10/2023 15:20,20,NO CONTROLS,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2706,N,LINCOLN AVE,,NONINCAPACITATING INJURY,0,0,1,15,2,7,41.93081614,-87.65648553
03/14/2023 07:47:00 AM,25,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,IMPROPER OVERTAKING/PASSING,200,N,KEDZIE AVE,,NONINCAPACITATING INJURY,0,0,1,7,3,3,41.88440191,-87.70636767
7/7/2018 3:03,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,IMPROPER LANE USAGE,2235,N,LINCOLN AVE,Y,NONINCAPACITATING INJURY,0,0,1,3,7,7,41.92277357,-87.64481201
05/27/2020 11:50:00 AM,30,PEDESTRIAN CROSSING SIGN,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4399,W,DEVON AVE,,NONINCAPACITATING INJURY,0,0,1,11,4,5,41.99713962,-87.73853201
09/18/2017 08:21:00 AM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,900,E,63RD ST,,"REPORTED, NOT EVIDENT",0,0,0,8,2,9,41.7805605,-87.60263357
05/29/2017 03:24:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,6259,S,COTTAGE GROVE AVE,,NONINCAPACITATING INJURY,0,0,1,15,2,5,41.78050308,-87.60578539
08/28/2023 04:07:00 PM,20,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,8817,S,THROOP ST,Y,NO INDICATION OF INJURY,0,0,0,16,2,8,41.73355206,-87.6555552
06/20/2019 11:55:00 AM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,2000,W,ARMITAGE AVE,,NONINCAPACITATING INJURY,0,0,1,11,5,6,41.91786481,-87.67774954
1/6/2021 5:30,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,2000,N,HAMLIN AVE,,NO INDICATION OF INJURY,0,0,0,5,4,1,41.91726774,-87.72181378
06/26/2020 08:36:00 PM,15,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",ALLEY,WET,INJURY AND / OR TOW DUE TO CRASH,,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",4105,W,DIVISION ST,,NONINCAPACITATING INJURY,0,0,1,20,6,6,41.90251893,-87.72900529
10/26/2017 09:13:00 AM,0,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,INJURY AND / OR TOW DUE TO CRASH,,IMPROPER LANE USAGE,151,S,WACKER DR,,NONINCAPACITATING INJURY,0,0,1,9,5,10,41.87941752,-87.63655786
10/28/2022 12:08:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",3420,W,63RD ST,,NONINCAPACITATING INJURY,0,0,1,12,6,10,41.77898719,-87.70886382
09/14/2017 07:40:00 PM,30,NO CONTROLS,CLEAR,DUSK,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3549,N,SHEFFIELD AVE,Y,INCAPACITATING INJURY,0,1,0,19,5,9,41.94686805,-87.65417078
08/22/2020 11:55:00 AM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,3601,N,MILWAUKEE AVE,N,NO INDICATION OF INJURY,0,0,0,11,7,8,41.94640794,-87.73562542
05/14/2023 03:10:00 PM,30,UNKNOWN,CLEAR,DAYLIGHT,ONE-WAY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,7800,S,KILPATRICK AVE,Y,NONINCAPACITATING INJURY,0,0,1,15,1,5,41.75093137,-87.73913079
10/18/2019 05:25:00 PM,25,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,1138,N,WOLCOTT AVE,Y,INCAPACITATING INJURY,0,1,0,17,6,10,41.90255618,-87.67494691
03/15/2019 09:20:00 PM,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,,FAILING TO YIELD RIGHT-OF-WAY,4117,W,NORTH AVE,,NO INDICATION OF INJURY,0,0,0,21,6,3,41.90973039,-87.72969327
05/18/2023 09:48:00 PM,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,EQUIPMENT - VEHICLE CONDITION,944,W,ROSCOE ST,,NONINCAPACITATING INJURY,0,0,1,21,5,5,41.94367348,-87.65351255
07/26/2022 01:40:00 PM,30,UNKNOWN,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,IMPROPER TURNING/NO SIGNAL,600,S,FINANCIAL PL,,NONINCAPACITATING INJURY,0,0,1,13,3,7,41.87443286,-87.63276417
9/4/2018 8:15,0,STOP SIGN/FLASHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,433,N,LEAVITT ST,,NO INDICATION OF INJURY,0,0,0,8,3,9,41.88961724,-87.68162072
10/28/2022 07:33:00 AM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,,NOT APPLICABLE,2001,W,87TH ST,N,NO INDICATION OF INJURY,0,0,0,7,6,10,41.73554474,-87.67280128
9/7/2020 0:20,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3000,W,AUGUSTA BLVD,,NONINCAPACITATING INJURY,0,0,1,0,2,9,41.89934344,-87.70249672
06/17/2022 04:35:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,3255,W,DEVON AVE,,NONINCAPACITATING INJURY,0,0,1,16,6,6,41.99724144,-87.71154155
10/25/2019 09:45:00 PM,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,,IMPROPER LANE USAGE,59,N,HALSTED ST,,NO INDICATION OF INJURY,0,0,0,21,6,10,41.88311277,-87.6472574
10/3/2019 9:15,30,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,7013,N,WESTERN AVE,,NONINCAPACITATING INJURY,0,0,1,9,5,10,42.00904269,-87.69002408
12/3/2015 17:50,30,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,Y,IMPROPER LANE USAGE,150,W,DIVISION ST,,NO INDICATION OF INJURY,0,0,0,17,5,12,41.90397952,-87.63341351
8/2/2021 15:15,10,NO CONTROLS,CLEAR,DAYLIGHT,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,4050,S,FEDERAL ST,,NO INDICATION OF INJURY,0,0,0,15,2,8,41.82036265,-87.62865798
09/14/2017 05:27:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,DRIVING ON WRONG SIDE/WRONG WAY,554,N,FAIRBANKS CT,,NONINCAPACITATING INJURY,0,0,1,17,5,9,41.89255691,-87.6204005
06/28/2020 04:45:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,921,N,LARRABEE ST,,NONINCAPACITATING INJURY,0,0,1,16,1,6,41.89930877,-87.6429008
08/24/2017 04:19:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,1661,N,MILWAUKEE AVE,,NONINCAPACITATING INJURY,0,0,1,16,5,8,41.91167643,-87.67924606
09/23/2019 07:00:00 PM,25,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,3798,W,MADISON ST,,NONINCAPACITATING INJURY,0,0,1,19,2,9,41.88090119,-87.72064607
9/12/2023 17:00,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FOLLOWING TOO CLOSELY,6326,N,AVONDALE AVE,,NONINCAPACITATING INJURY,0,0,1,17,3,9,41.99570407,-87.80813967
08/29/2017 04:11:00 AM,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,3700,W,59TH ST,Y,NONINCAPACITATING INJURY,0,0,1,4,3,8,41.78616026,-87.71572913
7/5/2020 18:05,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,FAILING TO YIELD RIGHT-OF-WAY,3200,W,115TH ST,,NO INDICATION OF INJURY,0,0,0,18,1,7,41.68437065,-87.7006772
12/8/2022 9:40,20,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,Y,IMPROPER OVERTAKING/PASSING,8298,S,LAFAYETTE AVE,,NONINCAPACITATING INJURY,0,0,1,9,5,12,41.74369854,-87.6257779
8/4/2021 16:50,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,401,N,CENTRAL AVE,,NONINCAPACITATING INJURY,0,0,1,16,4,8,41.88780928,-87.76497477
8/11/2021 12:35,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,,FAILING TO YIELD RIGHT-OF-WAY,2259,W,19TH ST,,NO INDICATION OF INJURY,0,0,0,12,4,8,41.85562936,-87.68316897
10/9/2021 17:30,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,2410,W,NORTH AVE,,INCAPACITATING INJURY,0,1,0,17,7,10,41.91042463,-87.68770716
08/26/2022 02:21:00 PM,20,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,PARKING LOT,DRY,INJURY AND / OR TOW DUE TO CRASH,,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,821,W,63RD ST,,NONINCAPACITATING INJURY,0,0,1,14,6,8,41.77962709,-87.64573635
08/22/2018 07:40:00 PM,35,NO CONTROLS,CLEAR,DUSK,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FOLLOWING TOO CLOSELY,7455,S,CICERO AVE,,NONINCAPACITATING INJURY,0,0,1,19,4,8,41.75738052,-87.74148529
7/6/2021 12:45,15,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ROUNDABOUT,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,1300,W,BERWYN AVE,,NO INDICATION OF INJURY,0,0,0,12,3,7,41.97821731,-87.66246269
10/17/2023 04:44:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,1624,W,18TH ST,N,NONINCAPACITATING INJURY,0,0,1,16,3,10,41.85788475,-87.66730563
08/19/2022 11:25:00 AM,30,UNKNOWN,UNKNOWN,DAYLIGHT,NOT DIVIDED,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,3133,N,HALSTED ST,,NONINCAPACITATING INJURY,0,0,1,11,6,8,41.93886979,-87.6490865
07/20/2022 02:49:00 PM,30,NO CONTROLS,RAIN,DAYLIGHT,FOUR WAY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,799,W,66TH ST,,NONINCAPACITATING INJURY,0,0,1,14,4,7,41.77418688,-87.64458935
10/6/2017 13:30,30,TRAFFIC SIGNAL,UNKNOWN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,,FAILING TO YIELD RIGHT-OF-WAY,3899,W,BELMONT AVE,,NO INDICATION OF INJURY,0,0,0,13,6,10,41.93903006,-87.72345542
05/24/2023 07:25:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2014,W,NORTH AVE,,NONINCAPACITATING INJURY,0,0,1,19,4,5,41.91058329,-87.67794272
1/4/2023 20:07,30,TRAFFIC SIGNAL,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",FOUR WAY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,1002,N,PULASKI RD,,INCAPACITATING INJURY,0,1,0,20,4,1,41.89916545,-87.72634406
07/14/2022 01:00:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,IMPROPER BACKING,2550,W,LELAND AVE,,NONINCAPACITATING INJURY,0,0,1,13,5,7,41.96685739,-87.69337203
04/28/2022 10:30:00 PM,30,NO CONTROLS,CLEAR,DARKNESS,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2643,N,CLARK ST,N,NONINCAPACITATING INJURY,0,0,1,22,5,4,41.93077872,-87.64378197
6/10/2017 21:30,30,NO CONTROLS,CLEAR,DARKNESS,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,2942,W,ARMITAGE AVE,,NO INDICATION OF INJURY,0,0,0,21,7,6,41.91756231,-87.70102655
7/5/2019 18:45,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,11500,S,PRINCETON AVE,,NONINCAPACITATING INJURY,0,0,1,18,6,7,41.68513947,-87.63023184
9/8/2017 17:30,35,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2625,N,CLARK ST,,NONINCAPACITATING INJURY,0,0,1,17,6,9,41.9302903,-87.64349232
12/10/2021 18:30,35,TRAFFIC SIGNAL,RAIN,DARKNESS,ONE-WAY,WET,NO INJURY / DRIVE AWAY,Y,FAILING TO REDUCE SPEED TO AVOID CRASH,626,W,RANDOLPH ST,,NO INDICATION OF INJURY,0,0,0,18,6,12,41.88453868,-87.6439561
8/6/2017 13:00,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,OTHER,DRY,NO INJURY / DRIVE AWAY,,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),1507,N,MILWAUKEE AVE,,NO INDICATION OF INJURY,0,0,0,13,1,8,41.90893375,-87.67498389
04/20/2019 03:35:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,IMPROPER TURNING/NO SIGNAL,1625,W,ADDISON ST,,"REPORTED, NOT EVIDENT",0,0,0,15,7,4,41.94686639,-87.66992923
08/19/2018 03:15:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,1540,N,CLARK ST,Y,NONINCAPACITATING INJURY,0,0,1,15,1,8,41.91061037,-87.63179897
7/8/2021 20:55,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,IMPROPER TURNING/NO SIGNAL,301,W,CHICAGO AVE,,NONINCAPACITATING INJURY,0,0,1,20,5,7,41.89646678,-87.63575912
6/4/2020 21:00,35,NO CONTROLS,CLEAR,DUSK,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,5215,N,HARLEM AVE,,NO INDICATION OF INJURY,0,0,0,21,5,6,41.97600838,-87.80690439
09/29/2019 02:50:00 PM,30,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,725,S,STATE ST,Y,INCAPACITATING INJURY,0,1,0,14,1,9,41.87248659,-87.62739892
02/15/2019 01:30:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,117,S,CLINTON ST,,NO INDICATION OF INJURY,0,0,0,13,6,2,41.88002352,-87.64098858
10/15/2018 05:25:00 PM,35,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,NOT APPLICABLE,6100,W,55TH ST,,NO INDICATION OF INJURY,0,0,0,17,2,10,41.79260246,-87.77456521
08/27/2022 02:41:00 AM,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,2654,W,LAWRENCE AVE,,NONINCAPACITATING INJURY,0,0,1,2,7,8,41.96866359,-87.69602699
5/9/2017 10:25,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO REDUCE SPEED TO AVOID CRASH,927,S,CICERO AVE,,INCAPACITATING INJURY,0,1,0,10,3,5,41.86866892,-87.74469291
05/26/2021 08:47:00 PM,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,Y,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",3526,N,HALSTED ST,,NO INDICATION OF INJURY,0,0,0,20,4,5,41.94621323,-87.64959912
08/17/2021 06:30:00 PM,35,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,6300,S,WESTERN AVE,Y,NONINCAPACITATING INJURY,0,0,1,18,3,8,41.77912348,-87.6837831
6/1/2020 15:00,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,4458,W,16TH ST,,NONINCAPACITATING INJURY,0,0,1,15,2,6,41.8588023,-87.73711574
06/27/2022 03:30:00 PM,25,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,555,N,FRANKLIN ST,,"REPORTED, NOT EVIDENT",0,0,0,15,2,6,41.89233016,-87.63544807
06/21/2021 04:30:00 AM,30,UNKNOWN,RAIN,"DARKNESS, LIGHTED ROAD",FOUR WAY,WET,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,1964,W,DIVERSEY PKWY,,INCAPACITATING INJURY,0,1,0,4,2,6,41.93240107,-87.67765587
04/14/2022 02:25:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",3358,N,SOUTHPORT AVE,,NONINCAPACITATING INJURY,0,0,1,14,5,4,41.9433702,-87.6640631
10/8/2020 9:20,25,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,OTHER,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2509,W,ARDMORE AVE,,NONINCAPACITATING INJURY,0,0,1,9,5,10,41.98668635,-87.69241015
2/11/2019 5:45,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),SNOW OR SLUSH,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,1,S,CENTRAL AVE,,NONINCAPACITATING INJURY,0,0,1,5,2,2,41.88019686,-87.76471639
